time,open,high,low,close,volume
2026-06-10 13:00:00+00:00,2.107905,2.129589,2.088965,2.11065,2311773.01
2026-06-10 14:00:00+00:00,2.11065,2.127631,2.062202,2.079183,6417738.68
2026-06-10 15:00:00+00:00,2.079183,2.091687,2.069743,2.082246,1906410.72
2026-06-10 16:00:00+00:00,2.082246,2.1209,2.081377,2.12003,7395030.87
2026-06-10 17:00:00+00:00,2.12003,2.134472,2.064544,2.078986,7594914.43
2026-06-10 18:00:00+00:00,2.078986,2.116991,2.065477,2.103482,5179648.95
2026-06-10 19:00:00+00:00,2.103482,2.109692,2.101626,2.107836,2028427.22
2026-06-10 20:00:00+00:00,2.107836,2.108661,2.090261,2.091087,3797346.56
2026-06-10 21:00:00+00:00,2.091087,2.164672,2.074934,2.148519,10897764.36
2026-06-10 22:00:00+00:00,2.148519,2.183978,2.136153,2.171612,5030188.53
2026-06-10 23:00:00+00:00,2.171612,2.203602,2.10597,2.137959,6832107.09
2026-06-11 00:00:00+00:00,2.137959,2.147366,2.131776,2.141182,1792332.24
2026-06-11 01:00:00+00:00,2.141182,2.185011,2.115253,2.159082,4166143.57
2026-06-11 02:00:00+00:00,2.159082,2.194368,2.119326,2.154612,2451900.03
2026-06-11 03:00:00+00:00,2.154612,2.193453,2.137082,2.175924,4787288.74
2026-06-11 04:00:00+00:00,2.175924,2.243745,2.107204,2.175025,1735840.14
2026-06-11 05:00:00+00:00,2.175025,2.22118,2.150053,2.196209,4689517.92
2026-06-11 06:00:00+00:00,2.196209,2.266463,2.17117,2.241423,8425443.42
2026-06-11 07:00:00+00:00,2.241423,2.251217,2.211854,2.221648,4884244.23
2026-06-11 08:00:00+00:00,2.221648,2.286494,2.164193,2.229039,2386869.71
2026-06-11 09:00:00+00:00,2.229039,2.281481,2.163378,2.215819,3523915.08
2026-06-11 10:00:00+00:00,2.215819,2.281376,2.155308,2.220865,2453815.29
2026-06-11 11:00:00+00:00,2.220865,2.25043,2.155881,2.185446,6505290.36
2026-06-11 12:00:00+00:00,2.185446,2.205587,2.148763,2.168904,4522813.27
2026-06-11 13:00:00+00:00,2.168904,2.192818,2.140128,2.164041,2255354.6
2026-06-11 14:00:00+00:00,2.164041,2.215138,2.141436,2.192533,5653926.66
2026-06-11 15:00:00+00:00,2.192533,2.231295,2.190322,2.229084,7332775.39
2026-06-11 16:00:00+00:00,2.229084,2.243031,2.175312,2.18926,7891489.67
2026-06-11 17:00:00+00:00,2.18926,2.209052,2.146343,2.166135,5209616.66
2026-06-11 18:00:00+00:00,2.166135,2.189291,2.163754,2.18691,5133194.81
2026-06-11 19:00:00+00:00,2.18691,2.217443,2.097422,2.127955,10299666.3
2026-06-11 20:00:00+00:00,2.127955,2.194619,2.048645,2.115309,3536450.33
2026-06-11 21:00:00+00:00,2.115309,2.133961,2.09485,2.113502,2030946.69
2026-06-11 22:00:00+00:00,2.113502,2.182743,2.082581,2.151821,7972853.89
2026-06-11 23:00:00+00:00,2.151821,2.202464,2.122931,2.173574,5031481.24
2026-06-12 00:00:00+00:00,2.173574,2.18042,2.157998,2.164844,2958809.17
2026-06-12 01:00:00+00:00,2.164844,2.19125,2.128541,2.154948,2932447.7
2026-06-12 02:00:00+00:00,2.154948,2.165988,2.137585,2.148625,2561939.41
2026-06-12 03:00:00+00:00,2.148625,2.22241,2.121233,2.195018,8754764.52
2026-06-12 04:00:00+00:00,2.195018,2.222201,2.156149,2.183332,3704257.28
2026-06-12 05:00:00+00:00,2.183332,2.229643,2.129121,2.175432,3048813.71
2026-06-12 06:00:00+00:00,2.175432,2.187711,2.174642,2.186921,3512549.25
2026-06-12 07:00:00+00:00,2.186921,2.201525,2.169859,2.184462,2302978.02
2026-06-12 08:00:00+00:00,2.184462,2.214313,2.149939,2.17979,1787739.48
2026-06-12 09:00:00+00:00,2.17979,2.183845,2.144719,2.148774,6599932.98
2026-06-12 10:00:00+00:00,2.148774,2.179332,2.118962,2.14952,1580740.9
2026-06-12 11:00:00+00:00,2.14952,2.150026,2.137578,2.138083,3549959.41
2026-06-12 12:00:00+00:00,2.138083,2.174653,2.135435,2.172005,6601522.24
2026-06-12 13:00:00+00:00,2.172005,2.20791,2.155687,2.191592,4493234.61
2026-06-12 14:00:00+00:00,2.191592,2.221908,2.16169,2.192006,1888229.76
2026-06-12 15:00:00+00:00,2.192006,2.221597,2.182344,2.211935,4085633.49
2026-06-12 16:00:00+00:00,2.211935,2.218753,2.196696,2.203514,2576685.31
2026-06-12 17:00:00+00:00,2.203514,2.23854,2.19899,2.234016,6121921.51
2026-06-12 18:00:00+00:00,2.234016,2.237292,2.231707,2.234983,1997302.07
2026-06-12 19:00:00+00:00,2.234983,2.277401,2.209885,2.252303,3871915.98
2026-06-12 20:00:00+00:00,2.252303,2.280265,2.190076,2.218038,6990068.5
2026-06-12 21:00:00+00:00,2.218038,2.239352,2.207198,2.228512,2832448.81
2026-06-12 22:00:00+00:00,2.228512,2.240666,2.172653,2.184806,7978973.72
2026-06-12 23:00:00+00:00,2.184806,2.205777,2.112589,2.13356,9553526.49
2026-06-13 00:00:00+00:00,2.13356,2.142553,2.117991,2.126983,2694543.6
2026-06-13 01:00:00+00:00,2.126983,2.136594,2.096231,2.105842,5246809.33
2026-06-13 02:00:00+00:00,2.105842,2.121118,2.095607,2.110883,2685267.31
2026-06-13 03:00:00+00:00,2.110883,2.216532,2.060998,2.166647,10038422.87
2026-06-13 04:00:00+00:00,2.166647,2.175618,2.138557,2.147528,4733017.45
2026-06-13 05:00:00+00:00,2.147528,2.189692,2.09158,2.133745,3805115.02
2026-06-13 06:00:00+00:00,2.133745,2.162168,2.111209,2.139633,2314886.3
2026-06-13 07:00:00+00:00,2.139633,2.167623,2.124183,2.152173,3745694.48
2026-06-13 08:00:00+00:00,2.152173,2.160958,2.140405,2.149191,2364910.36
2026-06-13 09:00:00+00:00,2.149191,2.159062,2.135728,2.145599,2042892.6
2026-06-13 10:00:00+00:00,2.145599,2.163791,2.144223,2.162415,4547378.19
2026-06-13 11:00:00+00:00,2.162415,2.176163,2.161312,2.17506,3092686.2
2026-06-13 12:00:00+00:00,2.17506,2.181286,2.147317,2.153543,4516899.08
2026-06-13 13:00:00+00:00,2.153543,2.192279,2.114189,2.152924,1861185.28
2026-06-13 14:00:00+00:00,2.152924,2.159503,2.148166,2.154745,1590561.96
2026-06-13 15:00:00+00:00,2.154745,2.200373,2.088393,2.134021,4842693.45
2026-06-13 16:00:00+00:00,2.134021,2.147902,2.126475,2.140356,2496055.06
2026-06-13 17:00:00+00:00,2.140356,2.154739,2.109979,2.124362,3673760.67
2026-06-13 18:00:00+00:00,2.124362,2.15851,2.110299,2.144447,4925922.24
2026-06-13 19:00:00+00:00,2.144447,2.153493,2.140202,2.149248,2495075.64
2026-06-13 20:00:00+00:00,2.149248,2.157214,2.144057,2.152022,1580011.4
2026-06-13 21:00:00+00:00,2.152022,2.178666,2.11543,2.142074,2821493.47
2026-06-13 22:00:00+00:00,2.142074,2.173987,2.109066,2.140979,1972845.89
2026-06-13 23:00:00+00:00,2.140979,2.15976,2.08778,2.10656,7374624.25
2026-06-14 00:00:00+00:00,2.10656,2.141524,2.053185,2.088149,4828824.42
2026-06-14 01:00:00+00:00,2.088149,2.111581,2.071864,2.095296,2653460.14
2026-06-14 02:00:00+00:00,2.095296,2.121923,2.033779,2.060407,7026746.51
2026-06-14 03:00:00+00:00,2.060407,2.094122,2.042233,2.075948,3977973.31
2026-06-14 04:00:00+00:00,2.075948,2.08721,2.035315,2.046576,5979189.29
2026-06-14 05:00:00+00:00,2.046576,2.085319,2.02224,2.060983,3860222.94
2026-06-14 06:00:00+00:00,2.060983,2.066352,2.041411,2.04678,3561520.02
2026-06-14 07:00:00+00:00,2.04678,2.067988,2.040892,2.0621,3675188.69
2026-06-14 08:00:00+00:00,2.0621,2.066711,2.060976,2.065588,1950354.3
2026-06-14 09:00:00+00:00,2.065588,2.076307,2.026734,2.037453,5686374.07
2026-06-14 10:00:00+00:00,2.037453,2.096645,2.003375,2.062568,5599572.63
2026-06-14 11:00:00+00:00,2.062568,2.096148,2.058671,2.092252,6512242.82
2026-06-14 12:00:00+00:00,2.092252,2.094781,2.089431,2.09196,1698477.6
2026-06-14 13:00:00+00:00,2.09196,2.112024,2.067288,2.087352,2718433.79
2026-06-14 14:00:00+00:00,2.087352,2.09955,2.072853,2.085051,2257632.69
2026-06-14 15:00:00+00:00,2.085051,2.090225,2.060312,2.065486,4811209.1
2026-06-14 16:00:00+00:00,2.065486,2.108071,2.047521,2.090106,5891292.1
2026-06-14 17:00:00+00:00,2.090106,2.091058,2.078336,2.079288,3193393.43
2026-06-14 18:00:00+00:00,2.079288,2.11775,2.040735,2.079197,1813686.9
2026-06-14 19:00:00+00:00,2.079197,2.123248,2.018487,2.062538,3995802.84
2026-06-14 20:00:00+00:00,2.062538,2.069172,2.042884,2.049518,3661101.72
2026-06-14 21:00:00+00:00,2.049518,2.069218,2.002083,2.021784,6571857.67
2026-06-14 22:00:00+00:00,2.021784,2.059509,2.013731,2.051457,6509530.47
2026-06-14 23:00:00+00:00,2.051457,2.069845,2.030515,2.048903,1926624.14
2026-06-15 00:00:00+00:00,2.048903,2.079068,2.042586,2.072751,5687537.41
2026-06-15 01:00:00+00:00,2.072751,2.10729,2.039568,2.074108,1532945.24
2026-06-15 02:00:00+00:00,2.074108,2.076978,2.055452,2.058322,4406034.78
2026-06-15 03:00:00+00:00,2.058322,2.117637,1.99208,2.051396,2154574.64
2026-06-15 04:00:00+00:00,2.051396,2.079341,2.010758,2.038703,3330126.99
2026-06-15 05:00:00+00:00,2.038703,2.069134,2.011325,2.041756,1681541.56
2026-06-15 06:00:00+00:00,2.041756,2.063456,2.013571,2.035271,2329601.26
2026-06-15 07:00:00+00:00,2.035271,2.045398,2.020477,2.030604,2719287.38
2026-06-15 08:00:00+00:00,2.030604,2.055566,1.97393,1.998892,6328960.26
2026-06-15 09:00:00+00:00,1.998892,2.019306,1.961126,1.98154,4237250.17
2026-06-15 10:00:00+00:00,1.98154,2.043942,1.963855,2.026257,9095755.56
2026-06-15 11:00:00+00:00,2.026257,2.048944,1.989122,2.01181,4114824.92
2026-06-15 12:00:00+00:00,2.01181,2.033882,1.965465,1.987537,5864902.12
2026-06-15 13:00:00+00:00,1.987537,2.008695,1.97787,1.999027,3326047.9
2026-06-15 14:00:00+00:00,1.999027,2.068557,1.969337,2.038867,7871245.83
2026-06-15 15:00:00+00:00,2.038867,2.079579,1.962447,2.003159,7807454.51
2026-06-15 16:00:00+00:00,2.003159,2.021613,1.981999,2.000453,1577751.65
2026-06-15 17:00:00+00:00,2.000453,2.059281,1.927688,1.986516,3421427.56
2026-06-15 18:00:00+00:00,1.986516,2.005968,1.923618,1.943071,8684479.71
2026-06-15 19:00:00+00:00,1.943071,1.981702,1.926452,1.965083,5289362.37
2026-06-15 20:00:00+00:00,1.965083,1.979987,1.95231,1.967214,2307421.68
2026-06-15 21:00:00+00:00,1.967214,2.021812,1.91728,1.971878,2527073.58
2026-06-15 22:00:00+00:00,1.971878,2.003088,1.923311,1.954521,4543882.93
2026-06-15 23:00:00+00:00,1.954521,2.000452,1.923533,1.969464,4088192.76
2026-06-16 00:00:00+00:00,1.969464,1.99281,1.934338,1.957685,3715296.41
2026-06-16 01:00:00+00:00,1.957685,1.988871,1.925387,1.956574,1817658.43
2026-06-16 02:00:00+00:00,1.956574,1.976461,1.909671,1.929558,6022576.1
2026-06-16 03:00:00+00:00,1.929558,1.95464,1.874913,1.899995,6296679.55
2026-06-16 04:00:00+00:00,1.899995,1.941211,1.897043,1.93826,7921377.15
2026-06-16 05:00:00+00:00,1.93826,1.981198,1.884393,1.927331,3688564.27
2026-06-16 06:00:00+00:00,1.927331,1.977615,1.887608,1.937893,3476458.37
2026-06-16 07:00:00+00:00,1.937893,2.004818,1.872767,1.939692,2110067.06
2026-06-16 08:00:00+00:00,1.939692,1.969553,1.900611,1.930472,2650543.65
2026-06-16 09:00:00+00:00,1.930472,1.937709,1.912251,1.919489,3823735.11
2026-06-16 10:00:00+00:00,1.919489,1.945367,1.913326,1.939204,4826354.99
2026-06-16 11:00:00+00:00,1.939204,1.943701,1.929234,1.933732,2878669.69
2026-06-16 12:00:00+00:00,1.933732,1.941074,1.924997,1.93234,1837214.38
2026-06-16 13:00:00+00:00,1.93234,1.941435,1.926553,1.935649,2123982.27
2026-06-16 14:00:00+00:00,1.935649,2.001846,1.904319,1.970516,7835338.24
2026-06-16 15:00:00+00:00,1.970516,2.05167,1.910973,1.992127,5301684.29
2026-06-16 16:00:00+00:00,1.992127,2.005601,1.992123,2.005596,3945685.48
2026-06-16 17:00:00+00:00,2.005596,2.025432,1.972864,1.9927,3331783.22
2026-06-16 18:00:00+00:00,1.9927,1.996307,1.953909,1.957516,7608640.99
2026-06-16 19:00:00+00:00,1.957516,1.992333,1.951433,1.98625,6267995.97
2026-06-16 20:00:00+00:00,1.98625,2.041244,1.960817,2.015811,6054653.47
2026-06-16 21:00:00+00:00,2.015811,2.033628,1.996902,2.01472,1315670.92
2026-06-16 22:00:00+00:00,2.01472,2.054792,1.992562,2.032635,4463575.36
2026-06-16 23:00:00+00:00,2.032635,2.067242,2.022792,2.0574,5344096.79
2026-06-17 00:00:00+00:00,2.0574,2.103149,2.038046,2.083796,6062045.21
2026-06-17 01:00:00+00:00,2.083796,2.171629,2.025189,2.113022,5816677.74
2026-06-17 02:00:00+00:00,2.113022,2.178756,2.037238,2.102972,2620629.37
2026-06-17 03:00:00+00:00,2.102972,2.191687,2.060626,2.149341,9347671.36
2026-06-17 04:00:00+00:00,2.149341,2.157903,2.108126,2.116688,6472559.97
2026-06-17 05:00:00+00:00,2.116688,2.215858,2.044973,2.144143,5853410.53
2026-06-17 06:00:00+00:00,2.144143,2.183706,2.121688,2.16125,3888453.77
2026-06-17 07:00:00+00:00,2.16125,2.195707,2.154874,2.189331,5559770.78
2026-06-17 08:00:00+00:00,2.189331,2.253113,2.183212,2.246993,10164300.83
2026-06-17 09:00:00+00:00,2.246993,2.310137,2.23085,2.293994,8767119.04
2026-06-17 10:00:00+00:00,2.293994,2.300205,2.257282,2.263492,5550528.77
2026-06-17 11:00:00+00:00,2.263492,2.279149,2.202478,2.218134,8659884.11
2026-06-17 12:00:00+00:00,2.218134,2.265702,2.196871,2.244439,5963679.39
2026-06-17 13:00:00+00:00,2.244439,2.255585,2.207839,2.218985,5403240.91
2026-06-17 14:00:00+00:00,2.218985,2.234011,2.206723,2.221749,1779561.65
2026-06-17 15:00:00+00:00,2.221749,2.281672,2.188231,2.248154,5215881.69
2026-06-17 16:00:00+00:00,2.248154,2.249498,2.204932,2.206277,7520284.66
2026-06-17 17:00:00+00:00,2.206277,2.229719,2.129891,2.153333,9510042.72
2026-06-17 18:00:00+00:00,2.153333,2.167816,2.148618,2.163102,3377272.46
2026-06-17 19:00:00+00:00,2.163102,2.194232,2.13615,2.16728,1653684.02
2026-06-17 20:00:00+00:00,2.16728,2.176634,2.15467,2.164024,2292754.52
2026-06-17 21:00:00+00:00,2.164024,2.180819,2.151236,2.168032,2291067.91
2026-06-17 22:00:00+00:00,2.168032,2.176878,2.140739,2.149585,3898985.02
2026-06-17 23:00:00+00:00,2.149585,2.151015,2.114264,2.115695,6425686.8
2026-06-18 00:00:00+00:00,2.115695,2.118735,2.111636,2.114676,1897391.05
2026-06-18 01:00:00+00:00,2.114676,2.121868,2.087619,2.094811,4854252.15
2026-06-18 02:00:00+00:00,2.094811,2.112037,2.042888,2.060113,6942921.51
2026-06-18 03:00:00+00:00,2.060113,2.09883,2.035658,2.074374,4186367.33
2026-06-18 04:00:00+00:00,2.074374,2.105776,2.04451,2.075912,1459970.12
2026-06-18 05:00:00+00:00,2.075912,2.088538,2.075159,2.087785,3349045.43
2026-06-18 06:00:00+00:00,2.087785,2.103955,2.053063,2.069233,4123317.56
2026-06-18 07:00:00+00:00,2.069233,2.07959,2.047793,2.05815,3455716.15
2026-06-18 08:00:00+00:00,2.05815,2.072153,2.026263,2.040265,4028688.9
2026-06-18 09:00:00+00:00,2.040265,2.043505,2.021875,2.025115,3691587.76
2026-06-18 10:00:00+00:00,2.025115,2.046192,2.010775,2.031852,2885723.57
2026-06-18 11:00:00+00:00,2.031852,2.054169,1.997023,2.019341,3581963.04
2026-06-18 12:00:00+00:00,2.019341,2.044135,2.004242,2.029036,3276239.88
2026-06-18 13:00:00+00:00,2.029036,2.081723,1.985666,2.038353,3277965.23
2026-06-18 14:00:00+00:00,2.038353,2.093607,2.02436,2.079614,8361001.66
2026-06-18 15:00:00+00:00,2.079614,2.116974,2.019096,2.056457,4971933.54
2026-06-18 16:00:00+00:00,2.056457,2.076383,2.055721,2.075648,4829302.72
2026-06-18 17:00:00+00:00,2.075648,2.096126,2.056456,2.076934,1324659.43
2026-06-18 18:00:00+00:00,2.076934,2.091129,2.065399,2.079594,1701179.72
2026-06-18 19:00:00+00:00,2.079594,2.102713,2.034175,2.057294,5081807.44
2026-06-18 20:00:00+00:00,2.057294,2.070184,2.039489,2.052379,1920581.38
2026-06-18 21:00:00+00:00,2.052379,2.097335,2.022674,2.06763,3601171.05
2026-06-18 22:00:00+00:00,2.06763,2.074474,2.062302,2.069146,1899385.93
2026-06-18 23:00:00+00:00,2.069146,2.073501,2.069076,2.073431,2439108.01
2026-06-19 00:00:00+00:00,2.073431,2.091824,2.052873,2.071266,1722746.16
2026-06-19 01:00:00+00:00,2.071266,2.138828,2.027232,2.094794,5196748.72
2026-06-19 02:00:00+00:00,2.094794,2.121079,2.07105,2.097335,1616268.95
2026-06-19 03:00:00+00:00,2.097335,2.099888,2.057025,2.059578,7644490.68
2026-06-19 04:00:00+00:00,2.059578,2.066159,2.043002,2.049583,3219999.25
2026-06-19 05:00:00+00:00,2.049583,2.06104,2.004111,2.015568,7574149.45
2026-06-19 06:00:00+00:00,2.015568,2.026807,1.946588,1.957828,10836805.53
2026-06-19 07:00:00+00:00,1.957828,1.977504,1.931018,1.950694,3139092.69
2026-06-19 08:00:00+00:00,1.950694,1.979821,1.949689,1.978816,6814861.0
2026-06-19 09:00:00+00:00,1.978816,2.000982,1.960341,1.982507,1974390.85
2026-06-19 10:00:00+00:00,1.982507,1.983712,1.960955,1.96216,5202791.78
2026-06-19 11:00:00+00:00,1.96216,1.964058,1.94435,1.946248,4569290.59
2026-06-19 12:00:00+00:00,1.946248,2.019314,1.898726,1.971792,6046023.03
2026-06-19 13:00:00+00:00,1.971792,1.995387,1.954213,1.977808,2315616.18
2026-06-19 14:00:00+00:00,1.977808,1.984142,1.975252,1.981586,2266106.38
2026-06-19 15:00:00+00:00,1.981586,1.986722,1.978087,1.983223,2155309.96
2026-06-19 16:00:00+00:00,1.983223,1.996285,1.97377,1.986832,1719717.4
2026-06-19 17:00:00+00:00,1.986832,2.030511,1.963675,2.007354,4943519.12
2026-06-19 18:00:00+00:00,2.007354,2.033672,1.996283,2.022601,3572905.92
2026-06-19 19:00:00+00:00,2.022601,2.049214,2.003762,2.030376,3138098.06
2026-06-19 20:00:00+00:00,2.030376,2.068056,1.971446,2.009126,5324465.67
2026-06-19 21:00:00+00:00,2.009126,2.045541,1.987452,2.023866,3509728.71
2026-06-19 22:00:00+00:00,2.023866,2.036476,1.997943,2.010553,3970311.03
2026-06-19 23:00:00+00:00,2.010553,2.040666,2.009452,2.039566,6520473.62
2026-06-20 00:00:00+00:00,2.039566,2.06396,1.987262,2.011656,5770285.15
2026-06-20 01:00:00+00:00,2.011656,2.020699,2.002089,2.011133,1612827.47
2026-06-20 02:00:00+00:00,2.011133,2.014542,2.010361,2.01377,2131010.59
2026-06-20 03:00:00+00:00,2.01377,2.026045,1.969952,1.982228,6656357.11
2026-06-20 04:00:00+00:00,1.982228,2.040962,1.967312,2.026046,8873144.24
2026-06-20 05:00:00+00:00,2.026046,2.07092,2.019575,2.064449,8304766.69
2026-06-20 06:00:00+00:00,2.064449,2.111575,2.006307,2.053433,3439083.23
2026-06-20 07:00:00+00:00,2.053433,2.105121,2.023042,2.07473,4979610.64
2026-06-20 08:00:00+00:00,2.07473,2.12913,2.031469,2.085869,2870805.96
2026-06-20 09:00:00+00:00,2.085869,2.142889,1.960625,2.017644,12329523.71
2026-06-20 10:00:00+00:00,2.017644,2.034137,2.008746,2.025239,3116974.35
2026-06-20 11:00:00+00:00,2.025239,2.03105,2.018814,2.024625,1844804.53
2026-06-20 12:00:00+00:00,2.024625,2.037863,2.014621,2.02786,2373226.15
2026-06-20 13:00:00+00:00,2.02786,2.04929,1.978683,2.000113,6221554.93
2026-06-20 14:00:00+00:00,2.000113,2.001737,1.992316,1.993939,2617975.82
2026-06-20 15:00:00+00:00,1.993939,1.994072,1.990042,1.990175,2167522.34
2026-06-20 16:00:00+00:00,1.990175,2.025543,1.987936,2.023304,7299399.49
2026-06-20 17:00:00+00:00,2.023304,2.085199,1.971607,2.033502,3024803.71
2026-06-20 18:00:00+00:00,2.033502,2.038444,2.029424,2.034366,1639765.3
2026-06-20 19:00:00+00:00,2.034366,2.102595,2.010097,2.078327,8675391.13
2026-06-20 20:00:00+00:00,2.078327,2.09382,2.048106,2.0636,4058397.24
2026-06-20 21:00:00+00:00,2.0636,2.070011,2.04719,2.053601,2853170.99
2026-06-20 22:00:00+00:00,2.053601,2.071318,1.986043,2.003759,9306176.08
2026-06-20 23:00:00+00:00,2.003759,2.074196,1.978334,2.04877,8575776.21
2026-06-21 00:00:00+00:00,2.04877,2.091711,2.034462,2.077403,5857088.52
2026-06-21 01:00:00+00:00,2.077403,2.132156,2.050357,2.105109,6322602.11
2026-06-21 02:00:00+00:00,2.105109,2.160642,2.070347,2.125881,5026168.31
2026-06-21 03:00:00+00:00,2.125881,2.164001,2.092095,2.130215,2436521.17
2026-06-21 04:00:00+00:00,2.130215,2.179216,2.088707,2.137707,2627496.45
2026-06-21 05:00:00+00:00,2.137707,2.142049,2.126909,2.131252,2122111.2
2026-06-21 06:00:00+00:00,2.131252,2.136433,2.121069,2.126251,2257075.8
2026-06-21 07:00:00+00:00,2.126251,2.153521,2.101661,2.128932,2287730.3
2026-06-21 08:00:00+00:00,2.128932,2.217179,2.087312,2.175559,8811201.84
2026-06-21 09:00:00+00:00,2.175559,2.200071,2.169129,2.193641,4421615.2
2026-06-21 10:00:00+00:00,2.193641,2.209915,2.17667,2.192944,1481272.59
2026-06-21 11:00:00+00:00,2.192944,2.20416,2.165132,2.176348,3710529.11
2026-06-21 12:00:00+00:00,2.176348,2.228809,2.105762,2.158223,4445326.08
2026-06-21 13:00:00+00:00,2.158223,2.235478,2.130819,2.208074,9181519.22
2026-06-21 14:00:00+00:00,2.208074,2.225438,2.20744,2.224804,3889694.89
2026-06-21 15:00:00+00:00,2.224804,2.255481,2.197328,2.228005,1743059.3
2026-06-21 16:00:00+00:00,2.228005,2.258415,2.18805,2.21846,3142985.86
2026-06-21 17:00:00+00:00,2.21846,2.220884,2.183416,2.18584,6310530.04
2026-06-21 18:00:00+00:00,2.18584,2.191533,2.179229,2.184922,1717628.86
2026-06-21 19:00:00+00:00,2.184922,2.237579,2.159712,2.21237,5467461.33
2026-06-21 20:00:00+00:00,2.21237,2.224476,2.189528,2.201634,3392931.8
2026-06-21 21:00:00+00:00,2.201634,2.209034,2.188533,2.195933,2248872.94
2026-06-21 22:00:00+00:00,2.195933,2.213917,2.172475,2.19046,2319504.36
2026-06-21 23:00:00+00:00,2.19046,2.246652,2.138606,2.194797,2594303.69
2026-06-22 00:00:00+00:00,2.194797,2.195731,2.148515,2.149449,8755223.81
2026-06-22 01:00:00+00:00,2.149449,2.192298,2.100929,2.143777,2626868.16
2026-06-22 02:00:00+00:00,2.143777,2.168008,2.096432,2.120663,4993024.81
2026-06-22 03:00:00+00:00,2.120663,2.187929,2.079365,2.146632,5942479.14
2026-06-22 04:00:00+00:00,2.146632,2.180001,2.092747,2.126116,4622399.3
2026-06-22 05:00:00+00:00,2.126116,2.17966,2.089682,2.143226,4689827.32
2026-06-22 06:00:00+00:00,2.143226,2.193406,2.136815,2.186995,8709590.73
2026-06-22 07:00:00+00:00,2.186995,2.22953,2.136761,2.179296,2847655.47
2026-06-22 08:00:00+00:00,2.179296,2.197317,2.145717,2.163737,4246401.98
2026-06-22 09:00:00+00:00,2.163737,2.204637,2.129164,2.170064,2528145.23
2026-06-22 10:00:00+00:00,2.170064,2.180889,2.160269,2.171094,1893034.45
2026-06-22 11:00:00+00:00,2.171094,2.18912,2.127495,2.145521,5118385.92
2026-06-22 12:00:00+00:00,2.145521,2.167786,2.13655,2.158815,4070592.62
2026-06-22 13:00:00+00:00,2.158815,2.221366,2.151127,2.213678,10258494.44
2026-06-22 14:00:00+00:00,2.213678,2.230755,2.190809,2.207886,2025329.1
2026-06-22 15:00:00+00:00,2.207886,2.239059,2.172462,2.203635,1892279.49
2026-06-22 16:00:00+00:00,2.203635,2.234903,2.146354,2.177622,5577229.31
2026-06-22 17:00:00+00:00,2.177622,2.217245,2.147249,2.186872,3191349.83
